Station_Id|Name|Latitude|Longitude|Elevation|Physical_Element|DateTime_Report(UTC)|Amount|Units|Zip_Code|
IPT|WILLIAMSPORT RGNL|41.24190|-76.92110|157 meters|snowdepth|2015-02-18 12|15.240|cm|17754|
IN-WK-20|NEWBURGH 2.6 N, IN|37.98443|-87.39670|124 meters|snowdepth|2015-02-18 13|15.240|cm|47630|
IN-ST-10|(KB9GPW)NORTH JUDSON 3.9 SW, IN|41.18030|-86.83270|221 meters|snowdepth|2015-02-18 13|15.240|cm|46366|
IN-PT-90|VALPARAISO 5.7 WSW, IN|41.43425|-87.14500|233 meters|snowdepth|2015-02-18 13|15.240|cm|46385|
IN-OW-6|GOSPORT 4.0 WSW, IN|39.32000|-86.73000|178 meters|snowdepth|2015-02-18 12|15.240|cm|47460|
IN-LW-4|MITCHELL 4.8 ENE, IN|38.75249|-86.38900|194 meters|snowdepth|2015-02-18 13|15.240|cm|47446|
IN-KS-29|SYRACUSE 0.9 SW, IN|41.41286|-85.75830|273 meters|snowdepth|2015-02-18 12|15.240|cm|46567|
IN-JS-60|(W9OPR)WHEATFIELD 1.4 ENE, IN|41.19770|-87.02680|207 meters|snowdepth|2015-02-18 11|15.240|cm|46392|
IN-EL-7|MILLERSBURG 0.5 SW, IN|41.52093|-85.70080|271 meters|snowdepth|2015-02-18 12|15.240|cm|46543|
IN-BW-14|(WD9HTN)COLUMBUS 8.5 WSW, IN|39.14480|-86.04670|246 meters|snowdepth|2015-02-18 12|15.240|cm|47201|
IL-MD-28|STAUNTON 4.3 SSW, IL|38.95402|-89.81660|180 meters|snowdepth|2015-02-18 12|15.240|cm|62097|
IL-LK-81|LAKE VILLA 2.3 WSW, IL|42.40532|-88.12380|243 meters|snowdepth|2015-02-18 13|15.240|cm|60046|
IL-KN-4|SUGAR GROVE 0.7 NE, IL|41.77622|-88.44780|219 meters|snowdepth|2015-02-18 13|15.240|cm|60554|
IL-KD-24|OSWEGO 5.0 SSE, IL|41.62933|-88.29910|208 meters|snowdepth|2015-02-18 13|15.240|cm|60543|
IL-DP-127|DOWNERS GROVE 0.4 NNE, IL|41.80331|-88.01542|230 meters|snowdepth|2015-02-18 11|15.240|cm|60515|
IL-DK-6|DE KALB 0.3 ENE, IL|41.93238|-88.74700|274 meters|snowdepth|2015-02-18 13|15.240|cm|60115|
IL-CK-129|SCHAUMBURG 2.7 WSW, IL|42.01354|-88.12890|252 meters|snowdepth|2015-02-18 13|15.240|cm|60133|
IL-BU-8|TISKILWA 2.1 N, IL|41.32347|-89.50470|175 meters|snowdepth|2015-02-18 13|15.240|cm|61356|
HSPV2|HOT SPRINGS|37.99690|-79.83160|698 meters|snowdepth|2015-02-18 12|15.240|cm|24445|
HRSM4|HARRISVILLE 2NNE|44.68190|-83.28080|178 meters|snowdepth|2015-02-18 13|15.240|cm||
HLRC2|HIGHLANDS RANCH|39.51860|-104.94970|1855 meters|snowdepth|2015-02-18 14|15.240|cm|80126|
HEGK2|HARLAN 1S|36.82880|-83.32750|363 meters|snowdepth|2015-02-18 11|15.240|cm|40831|
HBOW3|HILLSBORO WSW|43.65130|-90.34750|301 meters|snowdepth|2015-02-18 13|15.240|cm|54634|
HALM4|LOUD DAM|44.46250|-83.72190|224 meters|snowdepth|2015-02-18 14|15.240|cm|48737|
GRVI2|GREENVILLE,IL|38.88330|-89.39720|166 meters|snowdepth|2015-02-18 12|15.240|cm|62246|
GRVA2|GRANDVIEW|60.60830|-149.06310|322 meters|snowdepth|2015-02-19 06|15.240|cm|99631|
GRRC2|GROSS RESERVOIR|39.93640|-105.35030|2104 meters|snowdepth|2015-02-18 14|15.240|cm|80403|
GRBM5|GRAND RAPIDS 12N|47.39800|-93.51330|418 meters|snowdepth|2015-02-18 12|15.240|cm|55744|
GORW3|GORDON|46.24500|-91.80470|321 meters|snowdepth|2015-02-18 14|15.240|cm|54838|
FRDM7|FREDERICKTOWN,MO|37.56670|-90.30000|218 meters|snowdepth|2015-02-18 13|15.240|cm|63645|
FORI2|FLORA|38.67850|-88.47980|147 meters|snowdepth|2015-02-18 12|15.240|cm|62839|
FLMN4|FLEMINGTON,NJ|40.51670|-74.80000|30 meters|snowdepth|2015-02-18 13|15.240|cm|08822|
FARM7|FARMINGTON,MO|37.70000|-90.38330|288 meters|snowdepth|2015-02-18 12|15.240|cm|63640|
EXGA2|EXIT GLACIER|60.19000|-149.62000|115 meters|snowdepth|2015-02-19 06|15.240|cm|00011|
EWR|NEWARK INTL AIRPORT|40.69250|-74.16860|17 meters|snowdepth|2015-02-19 00|15.240|cm|07114|
ETTW3|ETTRICK 4WNW|44.19000|-91.34240|251 meters|snowdepth|2015-02-18 13|15.240|cm|54627|
ERLV2|EARLYSVILLE|38.11140|-78.51170|172 meters|snowdepth|2015-02-18 11|15.240|cm|22901|
EPMW3|EPHRAIM-1 NE WWTP|45.17080|-87.15360|220 meters|snowdepth|2015-02-18 13|15.240|cm|54234|
EPHW3|EPHRAIM-5SE-NORTH BAY|45.12560|-87.07190|186 meters|snowdepth|2015-02-18 12|15.240|cm|54202|
EKMI3|ELKHART PUBLIC WORKS & UT|41.67740|-86.00250|221 meters|snowdepth|2015-02-19 05|15.240|cm|46516|
EBYM7|ELSBERRY,MO|39.15000|-90.78330|153 meters|snowdepth|2015-02-18 14|15.240|cm|63343|
DENW3|DENMARK WWTP|44.35130|-87.81190|245 meters|snowdepth|2015-02-18 14|15.240|cm|54208|
DARW3|DARLINGTON|42.67780|-90.11860|250 meters|snowdepth|2015-02-18 13|15.240|cm|53530|
CTNM4|CARLETON 2W|42.06390|-83.43530|191 meters|snowdepth|2015-02-19 05|15.240|cm|48117|
CSTC2|CRESTONE,CO|37.98330|-105.68330|2496 meters|snowdepth|2015-02-18 07|15.240|cm|81143|
CRCI4|CRESCO 1NE|43.38940|-92.09380|375 meters|snowdepth|2015-02-18 14|15.240|cm|52136|
CRBV2|CHRISTIANSBURG|37.12780|-80.40330|651 meters|snowdepth|2015-02-18 12|15.240|cm|24073|
CORA2|COOPER LAKE|60.39030|-149.69360|366 meters|snowdepth|2015-02-19 06|15.240|cm|99572|
CO-LR-247|ESTES PARK 3.3 SSW, CO|40.33020|-105.52210|2468 meters|snowdepth|2015-02-18 14|15.240|cm|80517|
CO-JF-343|WHEAT RIDGE 0.9 WSW, CO|39.76670|-105.11420|1664 meters|snowdepth|2015-02-18 14|15.240|cm|80033|
CO-DG-159|ROXBOROUGH PARK 2.0 N, CO|39.47094|-105.07100|1751 meters|snowdepth|2015-02-18 14|15.240|cm|80125|
CO-DG-121|HIGHLANDS RANCH 2.7 SSE, CO|39.51861|-104.94920|1852 meters|snowdepth|2015-02-18 13|15.240|cm|80126|
CO-BO-4|BOULDER 2.9 S, CO|39.99410|-105.25730|1646 meters|snowdepth|2015-02-18 14|15.240|cm|80305|
CO-BO-30|BOULDER 1.9 SE, CO|39.99150|-105.24030|1634 meters|snowdepth|2015-02-18 14|15.240|cm|80303|
CO-BO-222|LAFAYETTE 2.5 NW, CO|40.01680|-105.13500|1612 meters|snowdepth|2015-02-18 14|15.240|cm|80026|
CO-BO-110|NEDERLAND 4.8 ENE, CO|39.97710|-105.42530|2571 meters|snowdepth|2015-02-18 14|15.240|cm|80466|
CNNI3|OHIO RIVER LOCK AND DAM|37.88330|-86.70000|126 meters|snowdepth|2015-02-18 12|15.240|cm|42348|
CMGN6|CHEMUNG|42.00250|-76.63840|247 meters|snowdepth|2015-02-18 12|15.240|cm|14901|
CMBM8|COMBINATION|46.46520|-113.39360|1720 meters|snowdepth|2015-02-19 06|15.240|cm|59837|
CLE|CLEVELAND, OH|41.41170|-81.84970|234 meters|snowdepth|2015-02-19 00|15.240|cm|44135|
CLDM5|CALEDONIA|43.63090|-91.50270|344 meters|snowdepth|2015-02-18 13|15.240|cm|55921|
CHSM4|CHESANING,MI|43.21670|-84.10000|186 meters|snowdepth|2015-02-18 12|15.240|cm|48616|
CHRV2|CHARLOTTE COURT HOUSE|37.05210|-78.64960|171 meters|snowdepth|2015-02-18 11|15.240|cm|23923|
CECA2|CHECKERS CREEK|65.40300|-164.71100|106 meters|snowdepth|2015-02-19 06|15.240|cm|99762|
CARM4|REGIONAL CENTER|43.45000|-83.40000|213 meters|snowdepth|2015-02-18 13|15.240|cm|48723|
CAN-ON-192|STRATHROY 14.9 SSW, CAN|42.84097|-81.70844|221 meters|snowdepth|2015-02-18 12|15.240|cm||
BYFW3|BAYFIELD 9N|46.93900|-90.83500|219 meters|snowdepth|2015-02-18 13|15.240|cm|54814|
BXTK2|CUMBERLAND RIVER|36.85000|-83.33330|433 meters|snowdepth|2015-02-18 12|15.240|cm|40806|
BWGM7|BOWLING GREEN|39.35310|-91.20720|269 meters|snowdepth|2015-02-18 12|15.240|cm|63334|
BTLP1|BUTLER|40.84060|-79.91750|304 meters|snowdepth|2015-02-18 12|15.240|cm|16001|
BRSN2|BRISTLECONE TRAIL|36.31580|-115.69540|2724 meters|snowdepth|2015-02-19 06|15.240|cm|89018|
BPAW1|BLEWETT PASS|47.35080|-120.67970|1294 meters|snowdepth|2015-02-19 06|15.240|cm|98847|
BKWN4|MILLSTONE RIVER AT BLACKWELLS MILLS|40.46670|-74.58330|26 meters|snowdepth|2015-02-18 07|15.240|cm|08844|
BKNW2|BUCKHANNON|39.00890|-80.21690|429 meters|snowdepth|2015-02-18 12|15.240|cm|26201|
BELW3|BELOIT|42.52530|-89.20690|247 meters|snowdepth|2015-02-18 11|15.240|cm|53511|
BCTN8|KEYA RADIO STN|48.83330|-99.75000|587 meters|snowdepth|2015-02-18 13|15.240|cm|58316|
BATI2|BATAVIA|41.84830|-88.31190|218 meters|snowdepth|2015-02-18 12|15.240|cm|60510|
AUBM4|AUBURN 2NE|43.62530|-84.01890|182 meters|snowdepth|2015-02-18 11|15.240|cm|48706|
ASHV2|ASHLAND,VA|37.75000|-77.48330|73 meters|snowdepth|2015-02-18 23|15.240|cm|23005|
ARNM4|ADRIAN,MI|41.91670|-84.01670|226 meters|snowdepth|2015-02-19 05|15.240|cm|49221|
ANXA2|ANNEX CREEK|58.31930|-134.09880|15 meters|snowdepth|2015-02-19 01|15.240|cm|99801|
ALMM4|ALMA,MI|43.38330|-84.66670|233 meters|snowdepth|2015-02-18 12|15.240|cm|48801|
AFOW4|AFTON - COOP|42.72920|-110.92970|1908 meters|snowdepth|2015-02-18 15|15.240|cm|83110|
41.4072_081.5905|GARFIELD HTS (CLE1118)|41.40720|-81.59050|287 meters|snowdepth|2015-02-19 01|15.240|cm|44125|
39.0053_080.2094|BUCKHANNON (BKNW2)|39.00527|-80.20944|429 meters|snowdepth|2015-02-18 12|15.240|cm|26201|
38.8572_080.3147|2 NE ROCK CAVE (RCVW2)|38.85722|-80.31472|542 meters|snowdepth|2015-02-18 13|15.240|cm|26218|
38.3833_081.8339|SAINT ALBANS (STAW2)|38.38333|-81.83388|203 meters|snowdepth|2015-02-18 12|15.240|cm|25177|
38.3139_081.7186|5 SW WFO CHARLESTON (RLXW2)|38.31388|-81.71861|288 meters|snowdepth|2015-02-18 12|15.240|cm|25309|
IN-WS-21|NEW PEKIN 6.5 ENE, IN|38.54401|-85.90660|233 meters|snowdepth|2015-02-18 13|14.986|cm|47165|
VA-SC-1|GATE CITY 6.2 NNE, VA|36.72167|-82.53670|601 meters|snowdepth|2015-02-18 13|14.732|cm|24251|
TN-PT-3|BYRDSTOWN 2.8 SSW, TN|36.54417|-85.15980|305 meters|snowdepth|2015-02-18 14|14.732|cm|38549|
TN-DC-15|VANLEER 2.8 SE, TN|36.21196|-87.40580|244 meters|snowdepth|2015-02-18 12|14.478|cm|37181|
MD-WC-9|PARSONSBURG 1.6 WNW, MD|38.39039|-75.50270|23 meters|snowdepth|2015-02-18 12|14.478|cm|21849|
NY-SF-19|EAST MORICHES 0.6 WNW, NY|40.81229|-72.77180|7 meters|snowdepth|2015-02-18 13|14.224|cm|11934|
WI-LC-10|ONALASKA 1.6 NW, WI|43.90400|-91.23970|219 meters|snowdepth|2015-02-18 13|13.970|cm|54650|
WI-BN-6|SUAMICO 4.4 WNW, WI|44.66111|-88.11780|217 meters|snowdepth|2015-02-18 13|13.970|cm|54313|
WI-AS-4|ASHLAND 0.5 WNW, WI|46.58240|-90.88390|210 meters|snowdepth|2015-02-18 13|13.970|cm|54806|
VA-RDC-1|RADFORD 0.9 WNW, VA|37.13063|-80.57200|577 meters|snowdepth|2015-02-18 11|13.970|cm|24141|
VA-HR-13|MONTROSE 4.7 SSE, VA|37.45608|-77.34980|46 meters|snowdepth|2015-02-18 12|13.970|cm|23231|
VA-CS-19|MIDLOTHIAN 0.6 NE, VA|37.51384|-77.64360|109 meters|snowdepth|2015-02-18 11|13.970|cm|23113|
SILC1|SILVER LAKE (GOES)|38.67810|-120.11810|2195 meters|snowdepth|2015-02-19 06|13.970|cm|00052|
OH-HM-5|CHEVIOT 0.9 SSE, OH|39.14479|-84.60780|263 meters|snowdepth|2015-02-18 12|13.970|cm|45211|
OH-CM-9|BETHEL 3.8 SW, OH|38.93021|-84.14200|279 meters|snowdepth|2015-02-18 14|13.970|cm|45106|
NJ-SL-3|PITTSGROVE TWP 1.9 S, NJ|39.51375|-75.13630|29 meters|snowdepth|2015-02-18 10|13.970|cm|08318|
NJ-GL-6|FRANKLIN TWP 2.7 W, NJ|39.59361|-75.06920|31 meters|snowdepth|2015-02-18 12|13.970|cm|08328|
NJ-BG-18|PALISADES PARK 0.2 WNW, NJ|40.84809|-74.00020|20 meters|snowdepth|2015-02-18 14|13.970|cm|07650|
MONI3|MONROE LAKE|39.00670|-86.51560|203 meters|snowdepth|2015-02-18 12|13.970|cm|47401|
MO-TX-8|HOUSTON 0.3 SE, MO|37.31950|-91.95480|359 meters|snowdepth|2015-02-18 17|13.970|cm|65483|
MNOA2|MT NOAK|67.14140|-162.99440|259 meters|snowdepth|2015-02-19 06|13.970|cm|99750|
MN-SE-2|OWATONNA 0.8 E, MN|44.09170|-93.21380|357 meters|snowdepth|2015-02-18 12|13.970|cm|55060|
MI-LV-8|FENTON 5.6 WSW, MI|42.77287|-83.81870|266 meters|snowdepth|2015-02-18 13|13.970|cm|48430|
MD-WR-4|BISHOPVILLE 3.1 E, MD|38.44664|-75.13400|7 meters|snowdepth|2015-02-18 10|13.970|cm|21813|
MD-WC-20|PITTSVILLE 0.2 ESE, MD|38.39209|-75.41074|17 meters|snowdepth|2015-02-18 13|13.970|cm|21850|
MD-GR-9|MOUNTAIN LAKE PARK 0.4 E, MD|39.40407|-79.37220|749 meters|snowdepth|2015-02-18 10|13.970|cm|21550|
MD-CV-7|PRINCE FREDERICK 1.4 W, MD|38.55170|-76.61580|43 meters|snowdepth|2015-02-18 12|13.970|cm|20678|
MD-CV-17|HUNTINGTOWN 2.9 NNW, MD|38.65214|-76.63950|33 meters|snowdepth|2015-02-18 12|13.970|cm|20639|
MD-CL-9|GREENSBORO 1.4 ENE, MD|38.98634|-75.78460|15 meters|snowdepth|2015-02-18 12|13.970|cm|21639|
IN-WK-2|NEWBURGH 1.7 ENE, IN|37.95420|-87.37410|139 meters|snowdepth|2015-02-18 15|13.970|cm|47630|
IN-WK-14|CHANDLER 4.4 WSW, IN|38.02739|-87.44740|118 meters|snowdepth|2015-02-18 13|13.970|cm|47610|
IN-OW-9|SPENCER 7.0 S, IN|39.18577|-86.77820|239 meters|snowdepth|2015-02-18 11|13.970|cm|47460|
IN-MN-8|BLOOMINGTON 6.9 S, IN|39.06620|-86.52720|226 meters|snowdepth|2015-02-18 13|13.970|cm|47401|
IN-MN-3|ELLETTSVILLE 2.7 NE, IN|39.26186|-86.59360|234 meters|snowdepth|2015-02-18 12|13.970|cm|47429|
IN-LK-24|CROWN POINT 2.0 WSW, IN|41.40892|-87.38990|229 meters|snowdepth|2015-02-18 13|13.970|cm|46307|
IN-KS-11|LEESBURG 0.1 WNW, IN|41.32988|-85.85070|262 meters|snowdepth|2015-02-18 11|13.970|cm|46538|
IN-DR-3|AURORA 3.9 W, IN|39.07038|-84.97580|225 meters|snowdepth|2015-02-18 13|13.970|cm|47001|
IN-DB-13|(KA9JML)HUNTINGBURG 0.4 SSW, IN|38.29290|-86.96120|155 meters|snowdepth|2015-02-18 12|13.970|cm|47542|
IN-DB-1|HUNTINGBURG 0.4 SSW, IN|38.29294|-86.96110|155 meters|snowdepth|2015-02-18 11|13.970|cm|47542|
IN-CY-4|JASONVILLE 4.0 ENE, IN|39.17632|-87.14460|170 meters|snowdepth|2015-02-18 10|13.970|cm|47438|
IL-WN-26|ROCKFORD 1.5 ENE, IL|42.27775|-89.03590|258 meters|snowdepth|2015-02-18 15|13.970|cm|61107|
IL-WL-97|NEW LENOX 3.3 E, IL|41.51934|-87.91930|212 meters|snowdepth|2015-02-18 12|13.970|cm|60451|
IL-WL-20|MANHATTAN 4.7 ENE, IL|41.45845|-87.90980|227 meters|snowdepth|2015-02-18 13|13.970|cm|60442|
IL-LS-7|SHERIDAN 3.4 SSE, IL|41.47747|-88.67070|188 meters|snowdepth|2015-02-18 14|13.970|cm|60551|
IL-BN-14|CAPRON 0.1 N, IL|42.39998|-88.74240|281 meters|snowdepth|2015-02-18 13|13.970|cm|61012|
DVLA2|DEVIL MOUNTAIN|66.27580|-164.53080|83 meters|snowdepth|2015-02-19 05|13.970|cm|99772|
DE-SS-31|DAGSBORO 7.1 ENE, DE|38.57681|-75.12190|10 meters|snowdepth|2015-02-18 12|13.970|cm|19939|
D0251_MADIS|DW0251 SPENCER|39.18583|-86.77830|239 meters|snowdepth|2015-02-18 11|13.970|cm|47460|
CO-LA-33|AGUILAR 7.2 WSW, CO|37.35930|-104.77340|2183 meters|snowdepth|2015-02-18 14|13.970|cm|81020|
CO-JF-61|CHATFIELD DAM 2 NW, CO|39.58100|-105.07620|1704 meters|snowdepth|2015-02-18 14|13.970|cm|80128|
CO-BO-57|NEDERLAND 5.8 E, CO|39.97141|-105.39680|2402 meters|snowdepth|2015-02-18 14|13.970|cm|80466|
CO-AD-153|WESTMINSTER 1.6 NE, CO|39.89637|-105.02760|1651 meters|snowdepth|2015-02-18 14|13.970|cm|80031|
CCLO1|CAESAR CREEK DAM|39.48610|-84.06060|260 meters|snowdepth|2015-02-18 12|13.970|cm|45068|
BHDO1|WILLIAM HARSHA DAM|39.02780|-84.13330|229 meters|snowdepth|2015-02-18 12|13.970|cm|45103|
NC-AS-12|LANSING 5.9 NW, NC|36.56280|-81.58240|1071 meters|snowdepth|2015-02-18 12|13.716|cm|28643|
IN-DR-7|MOORES HILL 5.7 SSE, IN|39.04189|-85.03630|220 meters|snowdepth|2015-02-18 12|13.716|cm|47032|
MO-DG-9|AVA 10.5 SSW, MO|36.80928|-92.72890|337 meters|snowdepth|2015-02-18 15|13.462|cm|65608|
8920V_MADIS|ST. MICHAELS 0.7 SE, MD|38.78200|-76.21150|3 meters|snowdepth|2015-02-18 11|13.462|cm|21663|
WI-CB-5|PORTAGE 7.2 SW, WI|43.47933|-89.57370|290 meters|snowdepth|2015-02-18 12|13.208|cm|53901|
VA-AC-8|GREENBACKVILLE 0.4 WNW, VA|38.01308|-75.39780|10 meters|snowdepth|2015-02-18 12|13.208|cm|23356|
TN-CY-2|CELINA 0.3 NNE, TN|36.55236|-85.50040|166 meters|snowdepth|2015-02-18 14|12.954|cm|38551|
MN-DK-49|LAKEVILLE 2.1 SW, MN|44.65694|-93.28390|312 meters|snowdepth|2015-02-18 14|12.954|cm|55044|
MNGQR|MANNING - AGDM|56.97388|-117.45083|465 meters|snowdepth|2015-02-19 06|12.852|cm||
YOKI2|YORKVILLE|41.62110|-88.43560|221 meters|snowdepth|2015-02-18 12|12.700|cm|60560|
YGBP1|YOUGHIOGHENY BUTTONHOOK|39.79890|-79.36830|437 meters|snowdepth|2015-02-18 12|12.700|cm|15411|
Y91W3|DE FOREST|43.23916|-89.33527|286 meters|snowdepth|2015-02-18 13|12.700|cm|53532|
Y77W3|MOSINEE-5 SW HAM (REPLACES Y77W3)|44.75333|-89.77805|366 meters|snowdepth|2015-02-18 13|12.700|cm|54455|
Y53W3|BARABOO - 1 NE - HAM|43.48944|-89.73444|327 meters|snowdepth|2015-02-18 13|12.700|cm|53913|
Y37W3|GREEN BAY-SOUTH-ALLOUEZ-HAM|44.47027|-88.02888|201 meters|snowdepth|2015-02-18 13|12.700|cm|54301|
Y09W3|RACINE|42.67972|-87.83666|202 meters|snowdepth|2015-02-18 13|12.700|cm|53403|
WYNV2|WAYNESBORO WATER TREATMENT PLANT|38.08030|-78.87500|385 meters|snowdepth|2015-02-18 12|12.700|cm|22980|
WWWW3|WAUPACA|44.35470|-89.05920|257 meters|snowdepth|2015-02-18 14|12.700|cm|54981|
WWRC1|WHITE WOLF RAWS|37.86170|-119.65110|2452 meters|snowdepth|2015-02-19 06|12.700|cm|00040|
WRTN4|WERTSVILLE,NJ|40.45000|-74.80000|58 meters|snowdepth|2015-02-18 12|12.700|cm|08551|
WRNW3|WARRENS 4WSW|44.10390|-90.58870|341 meters|snowdepth|2015-02-18 13|12.700|cm|54666|
WPTW3|WIND POINT|42.78330|-87.76670|189 meters|snowdepth|2015-02-18 13|12.700|cm|53402|
WNFI2|WINFIELD,IL|41.87720|-88.14640|240 meters|snowdepth|2015-02-18 13|12.700|cm|60190|
WLDM5|WILD RIVER STATE PARK|45.52310|-92.74890|252 meters|snowdepth|2015-02-18 14|12.700|cm|55084|
WIDM5|WINONA DAM 5A|44.08750|-91.67030|199 meters|snowdepth|2015-02-18 12|12.700|cm||
WI-WK-29|OCONOMOWOC 4.6 NE, WI|43.14621|-88.42860|281 meters|snowdepth|2015-02-18 15|12.700|cm|53066|
WI-WD-4|PITTSVILLE 0.1 NE, WI|44.44120|-90.12890|314 meters|snowdepth|2015-02-18 12|12.700|cm|54466|
WI-SK-2|ROCK SPRINGS 2.8 WSW, WI|43.45901|-89.96540|341 meters|snowdepth|2015-02-18 13|12.700|cm|53959|
WI-KN-12|KENOSHA 1.8 SW, WI|42.56270|-87.87450|212 meters|snowdepth|2015-02-18 13|12.700|cm|53142|
WI-GT-1|LANCASTER 0.3 N, WI|42.85320|-90.70860|333 meters|snowdepth|2015-02-18 13|12.700|cm|53813|
WI-CT-4|MENASHA 5.4 ESE, WI|44.19640|-88.33070|243 meters|snowdepth|2015-02-18 13|12.700|cm|54952|
WI-CB-4|PORTAGE 5.7 WSW, WI|43.51411|-89.56910|248 meters|snowdepth|2015-02-18 12|12.700|cm|53901|
WFRO1|WEST FORK LAKE|39.25860|-84.49470|216 meters|snowdepth|2015-02-18 12|12.700|cm|45240|
WESW3|WESTBY 3ENE|43.67490|-90.80770|393 meters|snowdepth|2015-02-18 13|12.700|cm|54667|
WELN6|WELLSVILLE|42.11730|-77.94750|455 meters|snowdepth|2015-02-18 10|12.700|cm|14895|
WEBW3|WEBSTER,WI|45.78390|-92.22580|314 meters|snowdepth|2015-02-18 13|12.700|cm|54893|
WATO1|WATERLOO,OH|38.70000|-82.46670|183 meters|snowdepth|2015-02-18 12|12.700|cm|45658|
WASI3|WASHINGTON|38.64890|-87.19890|149 meters|snowdepth|2015-02-18 23|12.700|cm|47501|
WARI3|WARSAW 5SW|41.17190|-85.91920|257 meters|snowdepth|2015-02-18 13|12.700|cm|46510|
WABM7|WASHBURN 5 W|36.57500|-94.05390|433 meters|snowdepth|2015-02-18 13|12.700|cm|65772|
WA-FY-1|REPUBLIC 4.2 N, WA|48.70940|-118.72140|890 meters|snowdepth|2015-02-18 15|12.700|cm|99166|
VCSN2|VACARRO SPRING|39.44950|-115.98330|2402 meters|snowdepth|2015-02-19 06|12.700|cm|89316|
VBRM7|VIBURNUM,MO|37.71190|-91.13280|395 meters|snowdepth|2015-02-18 13|12.700|cm|65566|
VALW3|VALDERS|44.06640|-87.87970|255 meters|snowdepth|2015-02-18 12|12.700|cm|54245|
VA-PC-5|DISPUTANTA 6.3 NE, VA|37.19260|-77.14910|38 meters|snowdepth|2015-02-18 12|12.700|cm|23842|
VA-NRC-3|NORFOLK 5.0 SSW, VA|36.86173|-76.29230|5 meters|snowdepth|2015-02-18 12|12.700|cm|23507|
VA-MN-10|CHRISTIANSBURG 2.9 NW, VA|37.16822|-80.44430|616 meters|snowdepth|2015-02-18 12|12.700|cm|24073|
VA-HV-6|BEAVERDAM 4.3 ESE, VA|37.90984|-77.58550|81 meters|snowdepth|2015-02-18 12|12.700|cm|23015|
VA-HR-6|GLEN ALLEN 4.6 W, VA|37.65537|-77.56870|95 meters|snowdepth|2015-02-18 12|12.700|cm|23060|
VA-FR-6|BOONES MILL 12.6 E, VA|37.13966|-79.72320|258 meters|snowdepth|2015-02-18 13|12.700|cm|24101|
UTDAN_MADIS|US-40 @ DANIELS SUMMIT|40.30330|-111.25780|2438 meters|snowdepth|2015-02-19 06|12.700|cm|84032|
TYRP1|TYRONE,PA|40.66670|-78.23330|315 meters|snowdepth|2015-02-18 12|12.700|cm|16686|
TWOW3|TWO RIVERS|44.14300|-87.56770|181 meters|snowdepth|2015-02-18 13|12.700|cm|54241|
TWOP1|TOWANDA 1 S|41.75110|-76.44300|240 meters|snowdepth|2015-02-18 12|12.700|cm|18848|
TUNW3|TUNNEL CITY,WI|44.00720|-90.56560|327 meters|snowdepth|2015-02-18 13|12.700|cm|54660|
TRYM7|CUIVRE RIVER|39.00890|-90.97750|144 meters|snowdepth|2015-02-18 12|12.700|cm|63379|
TRVM4|THREE RIVERS,MI|41.93330|-85.63330|244 meters|snowdepth|2015-02-18 12|12.700|cm|49093|
TQUA2|TELAQUANA LAKE|60.81670|-153.91670|1118 meters|snowdepth|2015-02-19 06|12.700|cm|00005|
TN-SM-5|GORDONSVILLE 1.4 ENE, TN|36.18842|-85.90760|162 meters|snowdepth|2015-02-18 13|12.700|cm|38563|
THLM5|THEILMAN 1SSW|44.28130|-92.19430|229 meters|snowdepth|2015-02-18 15|12.700|cm|55945|
TEXI1|TETONIA EXPERIMENT STN|43.85630|-111.27690|1885 meters|snowdepth|2015-02-18 15|12.700|cm|83452|
TEB|TETERBORO AIRPORT|40.85000|-74.06140|3 meters|snowdepth|2015-02-18 12|12.700|cm|07608|
SWCW1|SWIFT CREEK|46.16370|-122.18410|1369 meters|snowdepth|2015-02-19 06|12.700|cm|98648|
SUTW2|LAKE|38.65000|-80.68330|324 meters|snowdepth|2015-02-18 12|12.700|cm|26601|
SUNP1|SUNBURY|40.85440|-76.79250|133 meters|snowdepth|2015-02-18 12|12.700|cm|17801|
STWI2|STEWARD|41.81110|-89.02330|251 meters|snowdepth|2015-02-18 13|12.700|cm|60553|
STVM2|STEVENSVILLE|38.97170|-76.33860|2 meters|snowdepth|2015-02-18 12|12.700|cm|21666|
STPW3|STEVENS POINT|44.51130|-89.58550|328 meters|snowdepth|2015-02-18 13|12.700|cm|54481|
STEI2|STEELEVILLE,IL|38.01670|-89.65000|124 meters|snowdepth|2015-02-18 14|12.700|cm|62288|
SSPW3|SOLON SPRINGS,WI|46.35000|-91.81670|333 meters|snowdepth|2015-02-18 15|12.700|cm|54873|
SREN8|STREETER,ND|46.73330|-99.48330|575 meters|snowdepth|2015-02-18 14|12.700|cm|58487|
SPTI4|STRAWBERRY POINT|42.68530|-91.53360|369 meters|snowdepth|2015-02-18 13|12.700|cm|52076|
SPPA2|SNETTISHAM POWER PLANT|58.14220|-133.73860|50 meters|snowdepth|2015-02-18 16|12.700|cm|99801|
SPBP1|SHIPPENSBURG,PA|40.05000|-77.51670|211 meters|snowdepth|2015-02-19 05|12.700|cm|17257|
SMTI1|SOUTH MTN.|42.76480|-116.90040|2031 meters|snowdepth|2015-02-19 06|12.700|cm|83650|
SMRP1|SOMERSET,PA|40.00000|-79.08330|653 meters|snowdepth|2015-02-18 13|12.700|cm|15501|
